Archive,Address,Current URL / Directory,Title,Description,New URL (update only if changed),Redirect ONLY URL,New tags
,https://developer.chrome.com/blog/auto-dark-theme/,/blog/auto-dark-theme/,Auto Dark Theme,Autogenerating a dark theme for light-themed sites.,,,
,https://developer.chrome.com/blog/autocapitalize/,/blog/autocapitalize/,Autocapitalize for mobile,Another text entry frustration for users is being removed.,,,
,https://developer.chrome.com/blog/autocomplete-for-bracket-notation/,/blog/autocomplete-for-bracket-notation/,Autocomplete for bracket notation,Did you know you can autocomplete bracket notation in the Sources panel?,,,
,https://developer.chrome.com/blog/automatically-pause-on-any-exception/,/blog/automatically-pause-on-any-exception/,Automatically pause on any exception,"In the DevTools, you can automatically pause on any exception (especially useful for uncaught exceptions).",,,
,https://developer.chrome.com/blog/automating-resource-selection-with-client-hints/,/blog/automating-resource-selection-with-client-hints/,Automating resource selection with client hints,Image optimization is hard and automation is the key to success.,,,
,https://developer.chrome.com/blog/automating-web-performance-measurement/,/blog/automating-web-performance-measurement/,Automating Web Performance Measurement,Use PSI to get web performance metrics into your build process.,,,
,https://developer.chrome.com/blog/autoplay-2/,/blog/autoplay-2/,Muted Autoplay on Mobile - Say goodbye to canvas hacks and animated GIFs!,"Muted autoplay for video is supported on Android from Chrome 53. Previously, a video element required a user gesture to initiate playback.",,,
,https://developer.chrome.com/blog/autoplay/,/blog/autoplay/,Autoplay policy in Chrome,Learn best practices for good user experiences with the new autoplay policies in Chrome.,,,
,https://developer.chrome.com/blog/auxclick/,/blog/auxclick/,auxclick is coming to Chrome 55,A new auxclick event will be fired for non-primary mouse button clicks.,,,
,https://developer.chrome.com/blog/av1/,/blog/av1/,Improved video calling with faster AV1 encoding,Chrome 113 includes inprovements to the AV1 software encoder from the Chrome Open Media team.,,,
,https://developer.chrome.com/blog/avoid-not-secure-warn/,/blog/avoid-not-secure-warn/,Avoiding the not secure warning in chrome,Chrome will soon mark non-secure pages containing password and credit card input fields as Not Secure in the URL bar.,,,
,https://developer.chrome.com/blog/avoiding-oversharing-when-screen-sharing/,/blog/avoiding-oversharing-when-screen-sharing/,Avoiding oversharing when screen sharing,The web platform now ships with additional controls for privacy preserving screen sharing.,,,
,https://developer.chrome.com/blog/back-forward-cache/,/blog/back-forward-cache/,Exploring a back/forward cache for Chrome,bfcache creates a cache allowing for instant navigations to previously-visited pages.,,,
,https://developer.chrome.com/blog/background_tabs/,/blog/background_tabs/,Background tabs in chrome 57,Background tabs in chrome 57,,,
,https://developer.chrome.com/blog/background-blur/,/blog/background-blur/,Blur camera background,A new origin trial from Chrome that allows web developers to control camera background blur.,,,
,https://developer.chrome.com/blog/background-fetch/,/blog/background-fetch/,Introducing Background Fetch,"Background fetch lets you handle large downloads, even if the browser closes.",,,
,https://developer.chrome.com/blog/background-sync/,/blog/background-sync/,Introducing Background Sync,"Background sync is a new web API that lets you defer actions until the user has stable connectivity. This is useful for ensuring that whatever the user wants to send, is actually sent.",,,
,https://developer.chrome.com/blog/better-ads/,/blog/better-ads/,An update on better ads,An update on better ads.,,,
,https://developer.chrome.com/blog/better-full-screen-mode/,/blog/better-full-screen-mode/,Better full screen mode with the Keyboard Lock API,Build the next generation of web experiences.,,,
,https://developer.chrome.com/blog/better-incognito-devtools-2/,/blog/better-incognito-devtools-2/,Better incognito DevTools,Some appearance preferences are now persisted through to incognito windows.,,,
,https://developer.chrome.com/blog/better-incognito-devtools/,/blog/better-incognito-devtools/,Better incognito DevTools,Some appearance preferences are now persisted through to incognito windows.,,,
,https://developer.chrome.com/blog/beyond-spa/,/blog/beyond-spa/,Beyond SPAs - alternative architectures for your PWA,"Building a Progressive Web App doesn't mean building a single page app! Read about alternative architectures for content-focused PWAs, to help you make the right decision for your use case.",,,
,https://developer.chrome.com/blog/bidding-and-auction-services-availability/,/blog/bidding-and-auction-services-availability/,FLEDGE Bidding and Auction services availability,"These services will be available for testing in 2023, for Chrome and Android.",,,
,https://developer.chrome.com/blog/big-boost-to-dom-performance-webkit-s-innerhtml-is-240-faster/,/blog/big-boost-to-dom-performance-webkit-s-innerhtml-is-240-faster/,Big boost to DOM performance - WebKit's innerHTML is 240% faster,"Chrome Engineer Kentaro Hara made seven code optimizations within WebKit, boosting performance for both Safari (JavaScriptCore) and Chrome (V8).",,,
,https://developer.chrome.com/blog/blob-support-for-Indexeddb-landed-on-chrome-dev/,/blog/blob-support-for-Indexeddb-landed-on-chrome-dev/,Blob support for IndexedDB landed on Chrome Dev,"Long awaited feature for Chrome, Blob support on IndexedDB landed in Chrome Dev.",,,
,https://developer.chrome.com/blog/bounce-tracking-mitigations-dev-trial/,/blog/bounce-tracking-mitigations-dev-trial/,Help test bounce tracking mitigations,"We plan to launch mitigations to limit tracking from a particular technique called ""bounce tracking"" later this year. We would like to invite developers to test this new feature with feature flags and provide feedback.",,,
,https://developer.chrome.com/blog/breakpoint-ux-redesign/,/blog/breakpoint-ux-redesign/,How the new Breakpoints sidebar helps you debug faster,"To make it easier to perform common actions such as deleting or disabling breakpoints, we've redesigned the breakpoints sidebar so that you can perform them with a single click.",,,
,https://developer.chrome.com/blog/broadcastchannel/,/blog/broadcastchannel/,BroadcastChannel API - A message bus for the web,"BroadcastChannel API can be used for simple pub/sub between windows, tabs, iframes, or workers.",,,
,https://developer.chrome.com/blog/budget-api/,/blog/budget-api/,Introduction to the Budget API,"The Budget API allows developers to perform background actions without notifying users, enabling use cases like silent push.",,,
,https://developer.chrome.com/blog/cache-query-options/,/blog/cache-query-options/,CacheQueryOptions Arrive in Chrome 54,"The full set of CacheQueryOptions are supported, making it easier to find the cached responses you're looking for.",,,
,https://developer.chrome.com/blog/canvas-driven-background-images/,/blog/canvas-driven-background-images/,Canvas-driven background images,Powering a css background using canvas or webgl,,,
,https://developer.chrome.com/blog/canvas-toblob-in-chrome-50/,/blog/canvas-toblob-in-chrome-50/,Canvas toBlob() support added in chrome 50,Support for canvas.toBlob set to land in Chrome 50.,,,
,https://developer.chrome.com/blog/canvas2d/,/blog/canvas2d/,"It's always been you, Canvas2D",The API-next-door gets a makeover.,,,
,https://developer.chrome.com/blog/capabilities/,/blog/capabilities/,Unlocking new capabilities for the web,"Web apps should be able to do anything native apps can. Through Project Fugu, we want to make it possible to build and deliver any kind of app on the open web.",,,E:category:WebApps
,https://developer.chrome.com/blog/capture-stream/,/blog/capture-stream/,"Capture a MediaStream from a canvas, video or audio element","The captureStream() method enables a MediaStream to be captured from a canvas, audio or video element, on Android and desktop.",,,
,https://developer.chrome.com/blog/cascade-layers/,/blog/cascade-layers/,Cascade layers are coming to your browser,"""Cascade layers are a new CSS API to help you manage the cascade precedence of you code, landing in all modern browsers soon.""",,,
,https://developer.chrome.com/blog/cds-22-update/,/blog/cds-22-update/,Meeting you where you are,Find out how you can meet the Chrome team.,,,
,https://developer.chrome.com/blog/chips-origin-trial-extended/,/blog/chips-origin-trial-extended/,Cookies Having Independent State (CHIPS) origin trial extended,"CHIPS is a Privacy Sandbox proposal that introduces a mechanism to opt-in to having third-party cookies partitioned by top-level site. The origin trial that started in Chrome 100, will now be available on Chrome 106+ until October 25, 2022.",,,
,https://developer.chrome.com/blog/chips-origin-trial/,/blog/chips-origin-trial/,Cookies Having Independent Partitioned State (CHIPS) origin trial,"Starting in Chrome 100, CHIPS origin trial allows opting cookies in to ""partitioned"" storage, with a separate cookie jar per top-level site. Partitioned cookies can be set by a third-party service, but only read within the context of the top-level site where they were initially set.",,,
,https://developer.chrome.com/blog/chrome-107-beta/,/blog/chrome-107-beta/,Chrome 107 beta,"Additions to the Screen Capture API, CSS grid-template properties interpolation, and more.",,,
,https://developer.chrome.com/blog/chrome-108-beta/,/blog/chrome-108-beta/,Chrome 108 beta,"New CSS viewport units, Federated Credential Management API, Variable COLRv1 fonts, and more.",,,
,https://developer.chrome.com/blog/chrome-109-beta/,/blog/chrome-109-beta/,Chrome 109 beta,"MathML, conditional focus for getDisplayMedia(), Origin Private File System on Android, and more.",,,
,https://developer.chrome.com/blog/chrome-110-beta/,/blog/chrome-110-beta/,Chrome 110 beta,"CSS initial letters, web app launch handler, cross-origin iframe support for the FedCM API, and more.",,,
,https://developer.chrome.com/blog/chrome-111-beta/,/blog/chrome-111-beta/,Chrome 111 beta,"New CSS color types and color spaces, CSS trigonometric functions, and the View Transitions API.",,,
,https://developer.chrome.com/blog/chrome-112-beta/,/blog/chrome-112-beta/,Chrome 112 beta,"CSS nesting, animation-composition, and a submitter parameter for the FormData constructor.",,,
,https://developer.chrome.com/blog/chrome-113-beta/,/blog/chrome-113-beta/,Chrome 113 beta,"New CSS media features, the linear() easing function, and WebGPU.",,,E:api:WebGPU
,https://developer.chrome.com/blog/chrome-114-beta/,/blog/chrome-114-beta/,Chrome 114 beta,"CSS headline balancing, CHIPS, the scrollend event, and popover.",,,
,https://developer.chrome.com/blog/chrome-115-beta/,/blog/chrome-115-beta/,Chrome 115 beta,"Multiple keywords for the CSS display property, WGSLLanguageFeatures for WebGPU, HTTPS upgrades, and more.",,,E:api:WebGPU
,https://developer.chrome.com/blog/chrome-116-beta-whats-new-for-extensions/,/blog/chrome-116-beta-whats-new-for-extensions/,What's new in Chrome 116 for Extensions,A summary of important changes in Chrome 116 for Chrome Extension developers.,,,
,https://developer.chrome.com/blog/chrome-116-beta/,/blog/chrome-116-beta/,Chrome 116 beta,"CSS motion path, Back/forward cache NotRestoredReason API, Document Picture-in-Picture, and more.",,,
,https://developer.chrome.com/blog/chrome-47-webrtc/,/blog/chrome-47-webrtc/,"Chrome 47 WebRTC: Media Recording, Secure Origins and Proxy Handling","Chrome 47 has several significant WebRTC enhancements and updates including audio and video recording, proxy handling and mandatory secure origins for getUserMedia().",,,
,https://developer.chrome.com/blog/chrome-49-deprecations/,/blog/chrome-49-deprecations/,API Deprecations and Removals in Chrome 49,An round up of the deprecations and API removals in Chrome to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-50-deprecations/,/blog/chrome-50-deprecations/,API Deprecations and Removals in Chrome 50,An round up of the deprecations and API removals in Chrome to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-51-deprecations/,/blog/chrome-51-deprecations/,API Deprecations and Removals in Chrome 51,An round up of the deprecations and removals in Chrome to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-52-deprecations/,/blog/chrome-52-deprecations/,API Deprecations and Removals in Chrome 52,An round up of the deprecations and removals in Chrome to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-53-deprecations/,/blog/chrome-53-deprecations/,API Deprecations and Removals in Chrome 53,A round up of the deprecations and removals in Chrome to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-54-deprecations/,/blog/chrome-54-deprecations/,API Deprecations and Removals in Chrome 54,An round up of the deprecations and removals in Chrome to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-55-deprecations/,/blog/chrome-55-deprecations/,API Deprecations and Removals in Chrome 55,A round up of the deprecations and removals in Chrome 56 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-56-deprecations/,/blog/chrome-56-deprecations/,API Deprecations and Removals in Chrome 56,A round up of the deprecations and removals in Chrome 56 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-57-deprecations/,/blog/chrome-57-deprecations/,API Deprecations and Removals in Chrome 57,A round up of the deprecations and removals in Chrome 57 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-58-deprecations/,/blog/chrome-58-deprecations/,Deprecations and Removals in Chrome 58,A round up of the deprecations and removals in Chrome 58 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-58-media-updates/,/blog/chrome-58-media-updates/,Audio/Video Updates in Chrome 58,A round up of the audio/video updates in Chrome 58.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-59-deprecations/,/blog/chrome-59-deprecations/,Deprecations and Removals in Chrome 59,A round up of the deprecations and removals in Chrome 59 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-60-deprecations/,/blog/chrome-60-deprecations/,Deprecations and removals in Chrome 60,"A round up of the deprecations and removals in Chrome 60 to help you plan. In this version, security improvements, further webkit deprecations, and more.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-61-deprecations/,/blog/chrome-61-deprecations/,Deprecations and removals in Chrome 61,"A round up of the deprecations and removals in Chrome 61 to help you plan. In this version, security improvements, further webkit deprecations, and more.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-61-media-updates/,/blog/chrome-61-media-updates/,Audio/Video Updates in Chrome 61,A round up of the audio/video updates in Chrome 61.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-62-deprecations/,/blog/chrome-62-deprecations/,Deprecations and removals in Chrome 62,"A round up of the deprecations and removals in Chrome 62 to help you plan. In this version, security improvements, further webkit deprecations, and more.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-63-deprecations/,/blog/chrome-63-deprecations/,Deprecations and removals in Chrome 63,"A round up of the deprecations and removals in Chrome 63 to help you plan. In this version, new behavior on interface properties, removal of a webkit function, and a change to RTCRtcpMuxPolicy.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-64-deprecations/,/blog/chrome-64-deprecations/,Deprecations and Removals in Chrome 64,"A round up of the deprecations and removals in Chrome 64 to help you plan. In this version, performance API changes, removal of support for multiple shadow roots, and removal of a WebKit API.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-65-deprecations/,/blog/chrome-65-deprecations/,Deprecations and removals in Chrome 65,"A round up of the deprecations and removals in Chrome 65 to help you plan. In this version, a reminder about Symantec certificates, cross-origin downloads are blocked, and document.all is now read only.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-66-deprecations/,/blog/chrome-66-deprecations/,Deprecations and removals in Chrome 66,"A round up of the deprecations and removals in Chrome 66 to help you plan. In this version, improved service worker security, changes to CSS position values, and more.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-67-deps-rems/,/blog/chrome-67-deps-rems/,Deprecations and Removals in Chrome 67,"A round up of the deprecations and removals in Chrome 67 to help you plan. In this version, deprecation of public key pinning, removal of AppCache on unsecure contexts, and more prefix removals.",,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-68-deps-rems/,/blog/chrome-68-deps-rems/,Deprecations and Removals in Chrome 68,A round up of the deprecations and removals in Chrome 68 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-70-deps-rems/,/blog/chrome-70-deps-rems/,Deprecations and Removals in Chrome 70,A round up of the deprecations and removals in Chrome 68 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-70-media-updates/,/blog/chrome-70-media-updates/,Audio/Video Updates in Chrome 70,"A round up of the audio/video updates in Chrome 70 - Cross-codec and cross-bytestream buffering and playback, Opus in MP4 with MSE, and protected content playback allowed by default on Android.",,,E:category:NewInChrome
,https://developer.chrome.com/blog/chrome-71-deps-rems/,/blog/chrome-71-deps-rems/,Deprecations and removals in Chrome 71,A round up of the deprecations and removals in Chrome 71 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-72-deps-rems/,/blog/chrome-72-deps-rems/,Deprecations and removals in Chrome 72,A round up of the deprecations and removals in Chrome 72 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-73-deps-rems/,/blog/chrome-73-deps-rems/,Deprecations and removals in Chrome 73,A round up of the deprecations and removals in Chrome 73 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-74-deps-rems/,/blog/chrome-74-deps-rems/,Deprecations and removals in Chrome 74,A round up of the deprecations and removals in Chrome 74 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-75-deps-rems/,/blog/chrome-75-deps-rems/,Deprecations and removals in Chrome 75,A round up of the deprecations and removals in Chrome 75 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-76-deps-rems/,/blog/chrome-76-deps-rems/,Deprecations and removals in Chrome 76,A round up of the deprecations and removals in Chrome 76 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-77-deps-rems/,/blog/chrome-77-deps-rems/,Deprecations and removals in Chrome 77,A round up of the deprecations and removals in Chrome 77 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-78-deps-rems/,/blog/chrome-78-deps-rems/,Deprecations and removals in Chrome 78,A round up of the deprecations and removals in Chrome 78 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-79-deps-rems/,/blog/chrome-79-deps-rems/,Deprecations and removals in Chrome 79,A round up of the deprecations and removals in Chrome 79 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-80-deps-rems/,/blog/chrome-80-deps-rems/,Deprecations and removals in Chrome 80,A round up of the deprecations and removals in Chrome 80 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-81-deps-rems/,/blog/chrome-81-deps-rems/,Deprecations and removals in Chrome 81,A round up of the deprecations and removals in Chrome 81 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-83-deps-rems/,/blog/chrome-83-deps-rems/,Deprecations and removals in Chrome 83,A round up of the deprecations and removals in Chrome 83 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-84-deps-rems/,/blog/chrome-84-deps-rems/,Deprecations and removals in Chrome 84,A round up of the deprecations and removals in Chrome 84 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-85-deps-rems/,/blog/chrome-85-deps-rems/,Deprecations and removals in Chrome 85,A round up of the deprecations and removals in Chrome 85 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-86-deps-rems/,/blog/chrome-86-deps-rems/,Deprecations and removals in Chrome 86,A round up of the deprecations and removals in Chrome 86 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-87-deps-rems/,/blog/chrome-87-deps-rems/,Deprecations and removals in Chrome 87,A round up of the deprecations and removals in Chrome 87 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-88-deps-rems/,/blog/chrome-88-deps-rems/,Deprecations and removals in Chrome 88,A round up of the deprecations and removals in Chrome 88 to help you plan.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-at-io23/,/blog/chrome-at-io23/,10 updates at Google I/O,Learn how we're making it easier for developers to deliver powerful experiences to their users through key updates and new launches that we shared at Google I/O 2023.,,,E:event:GoogleIO
,https://developer.chrome.com/blog/chrome-dev-summit-applied-science-runtime-perf/,/blog/chrome-dev-summit-applied-science-runtime-perf/,Chrome Dev Summit 2014 - The applied science of runtime performance,The story of building the Chrome Dev Summit site.,,,E:event:ChromeDevSummit
,https://developer.chrome.com/blog/chrome-dev-summit-mobile-summary/,/blog/chrome-dev-summit-mobile-summary/,Chrome Dev Summit - Mobile summary,"Here's the first in a series of reports from Chrome Dev Summit. There was a strong emphasis on Mobile and Cross-device development, so we'll kick off with that.",,,E:event:ChromeDevSummit
,https://developer.chrome.com/blog/chrome-dev-summit-open-web-platform-summary/,/blog/chrome-dev-summit-open-web-platform-summary/,Chrome Dev Summit - Open web platform summary,"The capabilities of the Open Web Platform is accelerating at a pace that has never been seen before.  At the Chrome Dev Summit we talked about how we are working on improving Blink, Security and Media for the platform.",,,E:event:ChromeDevSummit
,https://developer.chrome.com/blog/chrome-dev-summit-performance-summary/,/blog/chrome-dev-summit-performance-summary/,Chrome Dev Summit - Performance summary,Performance Matters,,,E:event:ChromeDevSummit
,https://developer.chrome.com/blog/chrome-dev-summit-platforms-summary/,/blog/chrome-dev-summit-platforms-summary/,Chrome Dev Summit - Platforms summary,Platforms,,,E:event:ChromeDevSummit
,https://developer.chrome.com/blog/chrome-dev-summit-polymer-declarative-encapsulated-reusable-components/,/blog/chrome-dev-summit-polymer-declarative-encapsulated-reusable-components/,"Chrome Dev Summit - Polymer declarative, encapsulated, reusable components",Polymer is a gateway into the amazing future of Web Components.  Learn more about Web Components and Polymer from the Chrome Dev Summit,,,E:event:ChromeDevSummit
,https://developer.chrome.com/blog/chrome-developer-tools-for-speed/,/blog/chrome-developer-tools-for-speed/,Chrome Developer Tools for speed,Using Developer Tools in Chrome to improve the speed of your apps,,,E:product:ChromeDevTools
,https://developer.chrome.com/blog/chrome-for-android-accelerating-the-mobile-web/,/blog/chrome-for-android-accelerating-the-mobile-web/,Chrome for Android - Accelerating the Mobile Web,"Chrome for Android Beta is based on the Chromium open source project, and brings with it many of the latest HTML5 features that Chrome developers have come to know and love",,,
,https://developer.chrome.com/blog/chrome-for-testing/,/blog/chrome-for-testing/,Chrome for Testing: reliable downloads for browser automation,Chrome for Testing is a new Chrome flavor that specifically targets web app testing and automation use cases.,,,
,https://developer.chrome.com/blog/chrome-loadtimes-deprecated/,/blog/chrome-loadtimes-deprecated/,Chrome 64 to deprecate the chrome.loadTimes() API,The non-standard chrome.loadTimes() API will be deprecated in Chrome 64 now that standards-based equivalents exist for all of its useful features.,,,E:category:WebDeprecations
,https://developer.chrome.com/blog/chrome-updates/,/blog/chrome-updates/,How Chrome prepares updates for billions of users,"""A conversation with Technical Program Managers on the Chrome release team, learning how they ensure each release goes smoothly.""",,,
,https://developer.chrome.com/blog/chromium-chronicle-1/,/blog/chromium-chronicle-1/,The Chromium Chronicle #1: Task Scheduling Best Practices,"The Chrome team is proud to introduce the Chromium Chronicle, a monthly series geared specifically to Chromium developers - the developers who build the browser. This month, we take a look at task scheduling best practices.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-10/,/blog/chromium-chronicle-10/,The Chromium Chronicle #10: Catching UI Regressions with Pixel Tests,"Chrome's testing strategy relies heavily on automated functional correctness tests and manual testing, but neither of these reliably catch minor UI regressions. Use pixel tests to automate testing your desktop browser UI.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-13/,/blog/chromium-chronicle-13/,The Chromium Chronicle #13: Time-Travel Debugging with RR,"Do you find yourself running the same test over and over in the debugger, trying to figure out how the code got in a bad state? We have a tool for you! RR will record an execution trace, making it easy to step backwards, run backwards, see where variables changed their value or when a function was last called on an object.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-14/,/blog/chromium-chronicle-14/,The Chromium Chronicle #14: Adding Tests to the Waterfall,"Want to detect regressions for your new feature in Chrome? Add your tests to the waterfall, Chrome's continuous build and test infrastructure!",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-15/,/blog/chromium-chronicle-15/,The Chromium Chronicle #15: Restricting Target Visibility,"In Chromium, it's common to find code written for one component that would be useful elsewhere, but might have hidden restrictions. For safety, limit external access to dangerous functionality by restricting target visibility.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-16/,/blog/chromium-chronicle-16/,The Chromium Chronicle #16: Updating Google Apps on Desktop,"Ever wondered how Chrome keeps itself up-to-date on your desktop? Or how updates are served to Chromebooks, Chromecast, or Android?",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-17/,/blog/chromium-chronicle-17/,The Chromium Chronicle #17: Browser Test Mixins,"When writing a browser test, you often want to programmatically perform setup actions that the user could do manually. To help you do this, mixins are a suite of tools for performing non-trivial browser test setup in a reusable way.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-18/,/blog/chromium-chronicle-18/,The Chromium Chronicle #18: Chromium Code Coverage,Test coverage measures how much source code is executed when a particular test suite runs.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-19/,/blog/chromium-chronicle-19/,The Chromium Chronicle #19: Faster Development with CLion,"CLion IDE makes it possible to navigate across symbols, search the codebase, and more.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-2/,/blog/chromium-chronicle-2/,The Chromium Chronicle #2: Fighting Test Flakiness,"Flaky tests are a common problem in Chrome. They impact the productivity of other developers, and get disabled over time. This month, we take a look at how to fight test flakiness.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-20/,/blog/chromium-chronicle-20/,The Chromium Chronicle #20: Benchmarking Test Harnesses,Adding benchmarks is an easy way to prevent performance regressions and help improve performance.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-21/,/blog/chromium-chronicle-21/,The Chromium Chronicle #21: ChromeOS End-to-end UI Automation,Tast is a new UI library has been created that uses the Chrome a11y (accessibility) tree to control the ChromeOS UI. The library enables developers to easily create End-to-end tests against any visible UI surface.,,,"E:product:Blink,E:category:WebAccessibility"
,https://developer.chrome.com/blog/chromium-chronicle-22/,/blog/chromium-chronicle-22/,The Chromium Chronicle #22: Know Thy (Depot) Tools,Depot Tools is a collection of tools built on top of Git to simplify the workflow of developers contributing to the Chromium codebase and related projects.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-23/,/blog/chromium-chronicle-23/,The Chromium Chronicle #23: Verified builds in Chrome Infra,Implementing a policy enforcement check for Chrome and the infrastructure has enabled us to verify that certain minimum standards for security are met.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-24/,/blog/chromium-chronicle-24/,"The Chromium Chronicle #24: StrongAlias, IdType, and TokenType","The same type may sometimes represent values from incompatible domains, which can cause bugs. Fortunately, Chromium's //base makes it easy to introduce explicit, distinct types.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-25/,/blog/chromium-chronicle-25/,The Chromium Chronicle #25: Thread Safety Annotations,Learn how Clang's static analysis framework takes over the toil of thread-safety proofs.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-28/,/blog/chromium-chronicle-28/,The Chromium Chronicle #28: Getting started with Chrome on iOS,Learn how to work with the code behind Chrome's iOS app.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-3/,/blog/chromium-chronicle-3/,The Chromium Chronicle #3: Code Coverage in Gerrit,"Tests are critical because they find bugs and regressions, enforce better designs and make code easier to maintain. This month, we take a look at how to conduct thorough tests with Gerrit.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-32/,/blog/chromium-chronicle-32/,The Chromium Chronicle #32: Mind the patch gap,Learn how Chromium developers can reduce the chance of n-day exploitation.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-33/,/blog/chromium-chronicle-33/,The Chromium Chronicle #33: Views AnimationBuilder,Learn how the AnimationBuilder classes can reduce complexity and improve readability for layer animations.,,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-4/,/blog/chromium-chronicle-4/,The Chromium Chronicle #4: Test your Web Platform Features with WPT,"Web Platform tests (WPT) are the preferred way to test web-exposed features, as they are shared with other browsers via GitHub. This month, we take a look at WPT best practices.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-5/,/blog/chromium-chronicle-5/,The Chromium Chronicle #5: Coding Outside the Sandbox,"All code has bugs. The Chrome Browser process has no sandbox, meaning those bugs could give malcious code full access to the whole device. This episode explains the dos and don'ts of coding without a sandbox.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-6/,/blog/chromium-chronicle-6/,The Chromium Chronicle #6: Monorail's Grid View,"Chrome's issue tracker, Monorail, offers a grid view that allows you to visualize your issues in a Kanban style board. This episode explains how to use the grid mode.",,,E:product:Blink
,https://developer.chrome.com/blog/chromium-chronicle-7/,/blog/chromium-chronicle-7/,The Chromium Chronicle #7: Preprocessing Source,"Compiling a single Chromium source file by hand can help developers experiment with compiler optimization options, understand subtle macro details, or minimize a compiler bug. This month, we take a look at how to preprocess source.",,,E:product:Blink
